label,a,rx,ry,N,T_min,T_min_gap,gap_nm,has_gap,T_max,time_s,filename
a0.780_rx0.220_ry0.360_N20,0.78,0.22,0.36,20,0.029172335250504965,0.029172335250504965,117.67999487244992,True,20.880771321034537,2.2,2d_a0.780_rx0.220_ry0.360_N20.csv
a0.780_rx0.220_ry0.400_N12,0.78,0.22,0.4,12,0.04056867092989468,0.04056867092989468,160.5623518455809,True,0.7551930850847784,1.7,2d_a0.780_rx0.220_ry0.400_N12.csv
a0.780_rx0.220_ry0.400_N16,0.78,0.22,0.4,16,0.019698984240043786,0.019698984240043786,100.3477658755935,True,4.9627047818886485,1.9,2d_a0.780_rx0.220_ry0.400_N16.csv
a0.780_rx0.220_ry0.400_N20,0.78,0.22,0.4,20,0.01487482278154426,0.01487482278154426,113.60189149918165,True,10.230794917859486,2.2,2d_a0.780_rx0.220_ry0.400_N20.csv
a0.780_rx0.220_ry0.440_N12,0.78,0.22,0.44,12,0.02175507675924235,0.02175507675924235,153.20528906531172,True,2.790005279523948,1.6,2d_a0.780_rx0.220_ry0.440_N12.csv
a0.780_rx0.220_ry0.440_N16,0.78,0.22,0.44,16,0.00393243798712592,0.00393243798712592,100.91944625686665,True,2.4190352544705993,1.9,2d_a0.780_rx0.220_ry0.440_N16.csv
a0.780_rx0.220_ry0.440_N20,0.78,0.22,0.44,20,0.005031503091708601,0.005031503091708601,110.99122880226082,True,5.380191618583598,2.2,2d_a0.780_rx0.220_ry0.440_N20.csv
a0.780_rx0.240_ry0.200_N12,0.78,0.24,0.2,12,0.1564658226931084,0.1564658226931084,160.5623518455809,True,0.5257936047441508,1.7,2d_a0.780_rx0.240_ry0.200_N12.csv
a0.780_rx0.240_ry0.200_N16,0.78,0.24,0.2,16,0.07564846517110098,0.07564846517110098,160.5623518455809,True,4.03418651553277,2.0,2d_a0.780_rx0.240_ry0.200_N16.csv
a0.780_rx0.240_ry0.200_N20,0.78,0.24,0.2,20,0.018920114897262898,0.018920114897262898,138.0880367770876,True,5.068756310876297,2.2,2d_a0.780_rx0.240_ry0.200_N20.csv
a0.780_rx0.240_ry0.240_N12,0.78,0.24,0.24,12,0.05766871452495339,0.05766871452495339,160.5623518455809,True,0.500567417804246,1.7,2d_a0.780_rx0.240_ry0.240_N12.csv
a0.780_rx0.240_ry0.240_N16,0.78,0.24,0.24,16,0.07107563164238716,0.07107563164238716,131.5247412261117,True,1.1350485664172971,1.9,2d_a0.780_rx0.240_ry0.240_N16.csv
a0.780_rx0.240_ry0.240_N20,0.78,0.24,0.24,20,0.021058209051305735,0.021058209051305735,160.5623518455809,True,9.320807866288751,2.2,2d_a0.780_rx0.240_ry0.240_N20.csv
a0.780_rx0.240_ry0.280_N12,0.78,0.24,0.28,12,0.0212383428076265,0.0212383428076265,160.5623518455809,True,1.1765846664152393,1.7,2d_a0.780_rx0.240_ry0.280_N12.csv
a0.780_rx0.240_ry0.280_N16,0.78,0.24,0.28,16,0.08201611842957697,0.08201611842957697,117.97208676331388,True,3.007454729054294,1.9,2d_a0.780_rx0.240_ry0.280_N16.csv
a0.780_rx0.240_ry0.280_N20,0.78,0.24,0.28,20,0.03634932217578352,0.03634932217578352,133.3094448688364,True,10.099302771083954,2.2,2d_a0.780_rx0.240_ry0.280_N20.csv
a0.780_rx0.240_ry0.320_N12,0.78,0.24,0.32,12,0.028240722335562254,0.028240722335562254,160.25448451587545,True,3.0823166780231555,1.7,2d_a0.780_rx0.240_ry0.320_N12.csv
a0.780_rx0.240_ry0.320_N16,0.78,0.24,0.32,16,0.10536140928721507,0.10536140928721507,110.70168305577204,True,6.774601407471825,1.9,2d_a0.780_rx0.240_ry0.320_N16.csv
a0.780_rx0.240_ry0.320_N20,0.78,0.24,0.32,20,0.06564194007640216,0.06564194007640216,131.2276744262258,True,14.31029319242342,2.2,2d_a0.780_rx0.240_ry0.320_N20.csv
a0.780_rx0.240_ry0.360_N12,0.78,0.24,0.36,12,0.013451791481991899,0.013451791481991899,155.03836194659084,True,2.7154726315993183,1.6,2d_a0.780_rx0.240_ry0.360_N12.csv
a0.780_rx0.240_ry0.360_N16,0.78,0.24,0.36,16,0.09756166556026659,0.09756166556026659,98.35013624428075,True,7.064500055609003,1.9,2d_a0.780_rx0.240_ry0.360_N16.csv
a0.780_rx0.240_ry0.360_N20,0.78,0.24,0.36,20,0.0883047664951133,0.0883047664951133,117.38800974031778,True,8.998062309111038,2.2,2d_a0.780_rx0.240_ry0.360_N20.csv
a0.780_rx0.240_ry0.400_N12,0.78,0.24,0.4,12,0.09895766850157922,0.09895766850157922,152.90017642992598,True,2.4845196437381256,1.7,2d_a0.780_rx0.240_ry0.400_N12.csv
a0.780_rx0.240_ry0.400_N16,0.78,0.24,0.4,16,0.04864068341772064,0.04864068341772064,95.78916363573762,True,3.265777642823825,1.9,2d_a0.780_rx0.240_ry0.400_N16.csv
a0.780_rx0.240_ry0.400_N20,0.78,0.24,0.4,20,0.04056997751410325,0.04056997751410325,107.23533622909281,True,5.862588868019531,2.2,2d_a0.780_rx0.240_ry0.400_N20.csv
a0.780_rx0.240_ry0.440_N12,0.78,0.24,0.44,12,0.05301350493713838,0.05301350493713838,145.30923730485938,True,4.562686726764402,1.6,2d_a0.780_rx0.240_ry0.440_N12.csv
a0.780_rx0.240_ry0.440_N16,0.78,0.24,0.44,16,0.03422632274200532,0.03422632274200532,155.03836194659084,True,3.3484601465655977,1.9,2d_a0.780_rx0.240_ry0.440_N16.csv
a0.780_rx0.240_ry0.440_N20,0.78,0.24,0.44,20,0.0334414902354648,0.0334414902354648,110.41224267527514,True,5.16591379009801,2.2,2d_a0.780_rx0.240_ry0.440_N20.csv
